Comuna,"ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y RECREATIVAS",ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,ACTIVIDADES DE ATENCION DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES,ACTIVIDADES DE ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,ACTIVIDADES FINANCIERAS Y DE SEGUROS,ACTIVIDADES INMOBILIARIAS,"ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",ADMINISTRACION PUBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA,"AGRICULTURA, GANADERIA, SILVICULTURA Y PESCA",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS,CONSTRUCCION,ENSEÑANZA,EXPLOTACION DE MINAS Y CANTERAS,INDUSTRIA MANUFACTURERA,INFORMACION Y COMUNICACIONES,OTRAS ACTIVIDADES DE SERVICIOS,"SUMINISTRO DE AGUA; EVACUACION DE AGUAS RESIDUALES, GESTION DE DESECHOS Y DESCONTAMINACION","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",TRANSPORTE Y ALMACENAMIENTO,Valor por Defecto,aporte,region_id,HHI_2021,HHI_2022
LA CISTERNA,3.8890197722545e-06,0.0005235740890623305,0.00022539003242952034,0.0,0.0,0.0025901419598981816,0.0009612417305989686,0.0012467001981405273,0.001231832111684887,0.0,4.8157647747265066e-05,0.19048205155242448,0.008804145720050616,9.606374610991417e-06,7.447685707663138e-06,0.030056834718797085,0.0007518784929498197,1.4647157445511356e-05,5.968956998903534e-06,2.3118224410929856e-06,0.003158673714524803,4.222044051963229e-11,30780000,13.0,0.24012449302750535,0.24012449302750535
LA CRUZ,5.078356326135595e-07,0.00044979477176496286,3.820791141196186e-05,0.0,0.0,0.00024871562104565907,0.0001657332146943536,0.0016537357778723103,0.0018110265851713674,0.0,0.1307738311050525,0.1031549106277686,0.005093823953114004,2.0183826419092794e-07,2.1599814241597525e-07,0.0015132160263421732,8.663925490240784e-06,2.799335925711039e-06,3.4291865089960226e-05,0.00030374738777246517,0.001454734049287176,0.0,6455000,5.0,0.24670815782984265,0.24670815782984265
LA ESTRELLA,0.0,1.1684852514191312e-07,3.236801250468507e-10,0.0,0.0,1.3735689786488158e-05,0.5177587361169456,0.020912792913127493,3.0705591382444444e-05,0.0,0.00011925961839338711,0.01004214351156604,8.618177537447428e-05,3.236801250468507e-10,0.0,1.7572270308668478e-05,9.354355613853986e-08,7.282802813554141e-08,0.0,0.0,1.088859940657606e-06,0.0,5558300,6.0,0.5489825002142948,0.5489825002142948
LA FLORIDA,2.0246061410428543e-05,0.0008377082940623628,0.0034071936901655564,0.0,0.0,0.0011816904383690826,0.051980970906798665,0.009259627294920953,0.00377987728075076,7.876343191542678e-11,0.0008582536909730714,0.056718375619470386,0.009574178564806222,0.00012274809391038533,2.4850367347552857e-06,0.0014418931545180228,0.0005524902085600788,2.7638729442686198e-05,4.854037704798417e-06,0.0001534404643789319,0.0008304675090017679,4.922714494714174e-12,90142100,13.0,0.14075413915966503,0.14075413915966503
LA GRANJA,2.787427976373467e-05,6.24519410572469e-05,2.461308033035402e-05,0.0,0.0,0.0007178072297246089,0.00021311737439394746,0.0005127353318120262,0.011291745020621552,0.0,7.1466731746974164e-06,0.126512868484065,0.00788062206343159,7.0229981768039e-09,3.186264042834161e-06,0.09077045361788712,0.0001261049552626908,1.8204313574093387e-06,4.47227333098143e-05,2.0058385092769613e-06,0.0016478998894791411,0.0,11932700,13.0,0.23984718223122126,0.23984718223122126
LA HIGUERA,7.230155590779268e-08,0.0013372895780705335,1.6267850079253353e-05,0.0,0.0,2.892062236311707e-05,0.04066962519813338,9.898083003776816e-05,0.0005856426028531207,0.0,7.230155590779268e-08,0.1360992920159344,0.013368557687350863,0.0,0.022110466510606167,0.004304545432526344,0.0,0.0,0.0,0.0,0.0003644721433311829,0.0,371900,4.0,0.21898420507439795,0.21898420507439795
LA LIGUA,3.6236937480653934e-06,0.0014678296004034415,0.0008986254974724551,0.0,0.0,7.77166005093384e-05,0.0003287116164654501,0.0029765264326082805,0.00045961375317153305,0.0,0.030464145020129528,0.25094344774387556,0.002482657518855545,7.2808611493790104e-06,0.00016928651151297747,0.0008853781284155251,4.517235349058803e-06,5.083896479046594e-06,3.971785585057895e-05,8.10062408607021e-06,0.0018116108506205076,0.0,5410800,5.0,0.2930338734407023,0.2930338734407023
LA PINTANA,2.8827302677061315e-07,2.0199061564376876e-06,2.8952144099230037e-06,0.0,0.0,0.0001949828037222777,2.1996778043606414e-05,2.9381046857864362e-05,3.1073887191054785e-05,0.0,0.0026967573208545657,0.13212962817377122,0.008504952025802617,2.0199061564376872e-08,1.0971098468717386e-05,0.10945744919914263,2.248082299345584e-05,1.9168550953593668e-05,0.0013500368381733443,2.0199061564376872e-08,0.0062218159383671855,1.5585695651525366e-11,25330100,13.0,0.2606959382916441,0.2606959382916441
LA REINA,1.0252077881790595e-05,0.0006079650097624035,0.0020196879532231593,0.0,0.0,0.0011223338127615478,0.05508366530893363,0.004038882999598104,0.0054781301569350824,7.968323766532037e-08,6.359863559751014e-05,0.05581217330711069,0.005503948368954779,0.0016341340054540996,1.5925396910381143e-05,0.0052438242934512574,0.0013588681321451198,2.8886894811612204e-05,8.808998185786405e-06,9.59165019851223e-08,0.0016317874232199875,2.6019016380512777e-12,61994700,13.0,0.1396630483772785,0.1396630483772785
LA SERENA,1.9762307127464386e-05,0.001930935654897348,0.0029985146441417593,0.0,0.0,0.0023778612804302495,0.0017225340856016162,0.01186881826564817,0.0016867165766276057,4.118144346170141e-10,0.0032958501675187063,0.06970777072197645,0.022405298852083436,0.0002649219776091224,0.0024176085801233967,0.0037503178961251445,5.077209331048893e-05,1.6699853910385364e-05,7.277740727614989e-06,3.019275438799506e-08,0.001974990477273835,5.154275898267089e-08,78844100,4.0,0.1264967333224606,0.1264967333224606
LA UNION,2.134484860124065e-05,0.00014786046360663026,6.0271488376593296e-05,0.0,0.0,0.0014534233985340824,0.00019303504762133907,7.948947308799061e-05,4.935285292609849e-05,0.0,0.06091469939453952,0.03258252564856413,0.006789790971587902,2.2179776576825183e-05,2.1035880200203752e-07,0.024801325781631873,5.055744175897869e-06,2.811574907710278e-05,3.406911591020506e-06,3.1284771267405934e-09,0.05093039077087365,0.0,8939300,14.0,0.178082481808651,0.178082481808651
LAGO RANCO,1.4122456669125386e-07,0.00012112168194285599,1.0404503790927068e-06,0.0,0.0,8.625938890821506e-05,0.47887261892534455,0.0004249879531841945,0.0001888835347485309,0.0,0.01419151548223741,0.003506430180768973,0.0007853354046999922,2.882134014107222e-09,1.7987398382043173e-05,0.0003157694847196013,1.4122456669125386e-07,7.378263076114488e-07,0.0,0.00040746457837842254,6.098595573850881e-06,0.0,1862700,14.0,0.4989265362168428,0.4989265362168428
LAGO VERDE,0.0,9.26336773439331e-07,0.0,0.0,0.0,3.705347093757324e-06,0.0,0.0,0.0,0.0,2.3158419335983273e-05,0.8202536124818323,0.007503327864858581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26336773439331e-07,0.0,103900,11.0,0.8277856567866675,0.8277856567866675
LAGUNA BLANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031739734179726245,0.0,0.5364015076373736,0.04463400119024003,0.0,0.0,0.0,0.5364015076373736,0.0,0.0,0.0,0.0,0.0,0.0,7100,12.0,1.12061098988296,1.12061098988296
LAJA,1.9541494637442803e-06,6.602124496845422e-05,0.00023555728143065768,0.0,0.0,0.0012520678351197482,1.1611243992473608e-06,0.002439647041625637,0.03551551386070454,0.0,0.0018703729388825873,0.057657608246125334,0.017435657714195973,3.053358537100438e-08,0.0,0.04765785140372506,3.3926205967782646e-07,1.0262677305254252e-07,0.000599884022077482,1.3570482387113057e-08,0.001715040956703945,0.0,3433700,8.0,0.16644882381232287,0.16644882381232287
LAMPA,3.1039194047805244e-07,0.0004193737539528695,2.4315884089026288e-05,0.0,0.0,0.0020026241535527015,0.00026742057319907266,0.0006482273990771307,8.109718687442968e-05,0.0,0.0002964121164414469,0.1296549033336369,0.004094589333724363,2.612348099878958e-06,5.4889568872143384e-05,0.11900038911063153,8.526496991934004e-06,8.186082784756268e-08,0.00037764373502477915,1.1038255681001245e-05,0.0032752107299330426,2.2795950417377396e-12,132465000,13.0,0.2602196662348302,0.2602196662348302
LANCO,4.3632757931024605e-08,6.300570245239954e-05,5.770432236378004e-06,0.0,0.0,2.454342633620134e-06,3.1027738973173054e-07,3.030052634098931e-08,2.3755612651335617e-05,0.0,0.10305432141646438,0.03522482365142151,0.007121564218470111,3.030052634098931e-08,0.0,0.10573138382688026,2.6548109158921194e-05,3.7971407589474154e-05,4.3753960036388564e-07,1.939233685823316e-08,0.0026944209759461137,0.0,2872400,14.0,0.2539868911390421,0.2539868911390421
LAS CABRAS,1.2528474368337843e-09,8.86349346703905e-06,5.907314869942052e-06,0.0,0.0,1.999558429713795e-05,0.16616967971856447,0.03300963463014368,0.0011723316650476827,3.4801317689827336e-09,0.04481731078834282,0.010597088239846649,0.0003618806358315404,2.2334712330715854e-08,8.700329422456832e-08,0.00014378977981023487,4.52277924696996e-07,8.909137328595797e-09,2.0045558989340543e-06,1.5467252306589928e-11,0.0003302821530113432,0.0,25426900,6.0,0.2566393438326466,0.2566393438326466
LAS CONDES,1.8610314988923304e-05,0.0003688587487380673,0.0003244514598665038,2.0485205844784236e-15,0.0,0.0022845304796439737,0.07220210366096023,0.006315787700451808,0.0060036221642811635,9.293933039720161e-11,0.00044781466602368536,0.023156336538276888,0.008557114074110136,1.2676618668415993e-05,0.0006591089137263528,0.001607575937304569,0.001919941297116222,4.7536772019621664e-06,3.916936321607781e-05,0.002943422786241142,0.0018009761140589738,7.888880958469654e-07,2209427900,13.0,0.12866764349591228,0.12866764349591228
LAUTARO,3.422491239643508e-07,2.6827974310326326e-05,6.855620502325173e-06,0.0,5.0899631761503694e-11,0.0007961733125042349,0.00014451550698805533,0.00029513968238233584,1.2221001585937038e-05,0.0,0.02873959366012421,0.10484759136597357,0.007700605289197896,9.411341912702035e-08,3.7645367650808136e-05,0.08613085512408106,6.893031731669877e-06,7.087264726471775e-07,1.558801222696051e-06,1.1452417146338332e-08,0.0020118776269693155,2.0359852704601477e-10,14016600,9.0,0.23075951016115545,0.23075951016115545
LEBU,3.0201959876486573e-06,5.5267722255459526e-05,0.00025686580443100743,0.0,0.0,2.3863276939446174e-06,2.3303981386177904e-09,3.190315051767756e-06,1.2418691680694207e-05,0.0,0.009368258777196983,0.5141821121085797,0.0038181243103113886,5.243395811890029e-05,3.135783735324099e-05,0.0011159437742510696,1.1418950879227176e-05,5.1478494882067e-06,1.491454808715386e-07,0.0005872696525242378,0.00024766539257974426,0.0,2071500,8.0,0.529753033144262,0.529753033144262
LICANTEN,8.677521415237086e-06,0.035608494374669133,0.00027671985246652237,0.0,0.0,0.00026530996271638364,4.335758105052717e-05,0.0025777042767359468,3.678188143136827e-05,0.0,0.003913021689810077,0.2142129033182091,0.0011068794098660895,4.80416410532157e-07,0.00048428976784207253,0.000404030201257544,2.7023423092433825e-07,1.3241477315292576e-05,0.0,4.80416410532157e-07,0.011319691569061317,0.0,577100,7.0,0.27027233395089867,0.27027233395089867
LIMACHE,1.2332471013903583e-06,0.00041587946053828244,0.00010212519246613559,0.0,0.0,0.0005715156524187379,0.0034975462631269562,0.0016096092479501718,0.0005000485752081744,0.0,0.007332655292106511,0.13197255028531904,0.01881533191048506,3.2656587087312788e-06,4.045254335056473e-05,0.004187750431953486,9.172912324391096e-06,1.1575094219653025e-05,0.00025250744593092393,2.5480312012197484e-09,0.02001939447402413,1.630739968780639e-09,9905300,5.0,0.18934261786600348,0.18934261786600348
LINARES,2.0257400251143145e-06,0.00027805251470036944,0.0006793759814762328,0.0,0.0,0.00026557958164254944,0.0001511101613454255,0.002784294706890871,7.800170887118911e-05,0.0,0.02009991304897572,0.12653146539311405,0.008426209624737351,1.2448537199761349e-05,1.0183468055336436e-05,0.007131083490526327,7.3331929195843526e-06,1.0609182091362192e-06,4.735532054138595e-06,0.0009407587320131505,0.02208706212337878,0.0,26698800,7.0,0.18949069445613512,0.18949069445613512
LITUECHE,4.24610515896205e-09,9.258821014901591e-05,1.4271631228733557e-06,0.0,0.0,3.567907807183389e-05,0.11199132975898499,4.504692963142839e-05,0.0001270816813025752,0.0,0.044619783247173354,0.05198506970727753,0.015312308670354102,0.0,0.000321111702646505,0.0002291995667966883,4.533896730847255e-07,1.1794736552672361e-08,2.221609398115155e-05,0.0003448898915366925,0.00010824784597526796,0.0,4603900,6.0,0.2252364489775188,0.2252364489775188
LLANQUIHUE,6.595515225527048e-07,0.0001653459025288378,2.159624105790631e-05,0.0,0.0,0.000685580963144916,0.0011007082555573714,0.005479544097287283,8.891935202661942e-05,0.0,0.0351097372408618,0.030466764811552163,0.0012586850947786758,2.2618364970943235e-10,0.0036261798910800147,0.03214301297046702,3.9898795808743863e-07,1.335591833169227e-05,0.0005089132118462228,0.0,0.03066133092741966,0.0,6649200,10.0,0.14133073364360446,0.14133073364360446
LLAY-LLAY,8.60491061989676e-09,0.00012267470356507135,7.848022681770641e-06,0.0,0.0,0.0006979532494868709,2.6792593902535343e-05,3.307727642288315e-05,0.00014721831802799048,0.0,0.12387589436037742,0.07977446595350962,0.04025866807401976,6.969977602116375e-07,4.4856022275822624e-05,0.0026105632910070754,4.460785665354481e-07,5.235227621145188e-07,1.2807548966654337e-06,1.242549093513092e-05,0.0013507510258083466,5.5071427967339255e-09,5390100,5.0,0.24896614984805923,0.24896614984805923
LO BARNECHEA,3.7996983136726204e-05,0.00012740163059001895,0.0006314917472973116,0.0,0.0,0.0006939852492668562,0.25409771698504774,0.008814737367858719,0.0018766559396873963,3.475983748986714e-08,0.00040221452069045025,0.023952016738349947,0.0017755823041556741,0.0003759971629313284,1.5210000699149645e-05,0.00041906966101606106,1.9298363057020808e-05,6.3417503316926946e-06,1.389320913078206e-08,8.318018907693176e-07,0.00043835137749017423,1.285496948589761e-11,223128200,13.0,0.2936849482493987,0.2936849482493987
LO ESPEJO,1.238635997889547e-06,1.012711936848707e-05,5.250023726948831e-07,0.0,0.0,0.000166790616193244,0.0001310615923195506,0.0049348597121970875,2.1665680315840954e-05,0.0,4.0656183741491756e-07,0.29354617974173514,0.0025549017866190464,3.228974593022609e-08,7.560034166806316e-09,0.03310941763624909,9.4720205678346e-05,0.0005797946779231398,3.7035431377869316e-06,1.8900085417015795e-07,0.007112258416729309,0.0,17251600,13.0,0.34226787977930834,0.34226787977930834
LO PRADO,1.9166192974813967e-05,0.001809381717759825,0.0005969975108694383,0.0,0.0,0.0010485187792335508,0.00016229118958439786,0.00023964546842595438,0.001161227691821015,0.0,8.372706522817847e-05,0.2354954626416212,0.005737444823018756,6.879124818023786e-06,9.722320111402263e-09,0.02053150072141501,1.09761105129687e-05,9.110047280066593e-05,0.00012546615214484178,3.8889280445609057e-10,0.008781784419396426,3.8889280445609057e-10,5070900,13.0,0.27590158058173075,0.27590158058173075
LOLOL,4.5548583378124086e-08,1.1247711405618399e-05,2.686436856383237e-07,0.0,0.0,4.377218862637725e-05,0.03771878189542456,1.6443038599502797e-05,0.0631763833911865,0.0,0.16828530668857214,0.0071633755114795675,2.036114633294755e-05,0.0,0.0,0.0010307077385084571,3.0201499468474525e-06,1.4873006817346642e-08,2.686436856383237e-07,0.0,4.0216610434105325e-05,0.0,3279900,6.0,0.2775102137794781,0.2775102137794781
LONCOCHE,1.6597942952177468e-07,2.5247315446145507e-05,1.5155356305469697e-05,0.0,0.0,4.190263400358976e-05,0.0005669447486711918,0.003767806818779628,3.253196818626784e-05,0.0,0.013937485315046816,0.07564927653941561,0.02095685784596064,5.245769624391891e-07,0.000628910402359321,0.0728616274310523,2.5101827304219007e-06,9.917783196115917e-07,0.0,0.0,0.003263532624089843,0.0,2209100,9.0,0.19175147151675884,0.19175147151675884
LONGAVI,2.512295166262953e-07,4.8638034418850774e-06,1.5701844789143457e-08,0.0,0.0,1.045177596544545e-05,0.0015070008835566238,0.0005752207539316897,6.280737915657383e-06,0.0,0.04507986072569189,0.24508727903085883,0.000543221022325207,1.0049180665051812e-08,0.0003685260656439464,0.01588451439875623,9.504075421351907e-05,3.6277542200837044e-06,1.413166031022911e-07,0.0,0.0016462825275742419,0.0,3990200,7.0,0.3108125885312404,0.3108125885312404
LONQUIMAY,0.00017325015246373357,0.004751301445786921,1.199793299610343e-07,0.0,0.0,0.0008067410146579947,0.003716479724872999,0.0003120662372286503,4.799173198441373e-05,0.0,0.0050421313416124675,0.2786611122635792,0.007026469479838013,0.00016425170271665597,0.0,0.004799173198441372,0.0003898128430434005,4.799173198441372e-07,0.0,1.199793299610343e-07,0.0003370219378605454,0.0,288700,9.0,0.3062285229500662,0.3062285229500662
LOS ALAMOS,2.743378384750245e-08,3.654865853083515e-05,1.097351353900098e-07,0.0,0.0,0.0008888545966590795,0.0,1.543150341422013e-06,0.0002528297519385826,0.0,0.013985633270321362,0.4063204626021802,0.003370247204111638,7.561436672967865e-05,0.0,0.004522075194286915,1.2098298676748583e-05,1.543150341422013e-06,6.858445961875613e-09,0.0,0.0028356176244915105,6.858445961875613e-09,1207500,8.0,0.4323032187544207,0.4323032187544207
LOS ANDES,1.0788934029548477e-06,0.0019895097952756374,0.002215359891621135,0.0,0.0,0.005143996985110387,0.0009777029325051634,0.0002737767542115816,0.00046907501157146157,0.0,0.0006265891007004737,0.08414640958736395,0.005092409948699011,2.9201103648129786e-05,0.0019666025619416746,0.006838738545264721,3.88936797752698e-05,1.0006513400546098e-05,2.2412940101009048e-05,2.94759484449108e-10,0.05429645676807032,7.3689871112277e-11,23298400,5.0,0.16413822138111278,0.16413822138111278
LOS ANGELES,1.046020820976759e-05,0.00040855197914436086,0.00108624486714105,0.0,2.0861291648464294e-09,0.0020224599556788003,0.00021203486318343458,0.0009632463913863463,0.00018194479363768738,0.0,0.03341461208673922,0.07283054392770201,0.006735331310512588,1.3064111890427152e-05,3.4584480162226765e-05,0.03312056177773731,4.043159239676151e-05,3.488314254318726e-06,6.657952087902607e-05,1.1802232320840954e-05,0.008729548969172184,2.194321400568925e-10,81008600,8.0,0.15988549368770966,0.15988549368770966
LOS LAGOS,4.647198887561436e-07,5.847564210806039e-05,4.447342980771224e-05,0.0,0.0,0.0007115748769233959,0.0001288644532358222,0.00010335317616686492,0.00022759942060270407,0.0,0.05348830076596704,0.09796330394479605,0.08665806936043784,0.0,0.00045414377771505626,0.0008714736581556042,2.846299507693583e-07,4.304588761635357e-08,2.3754302064208172e-06,0.0,0.0008979205244145905,0.0,3373900,14.0,0.2416107208562643,0.2416107208562643
LOS MUERMOS,4.66952915207211e-05,0.00024541337233174946,7.800916395474255e-07,0.0,0.0,2.117916387591224e-05,4.862067005489494e-07,8.904929743520737e-05,3.48534572140178e-05,0.0,0.05733522502458607,0.3483150573780955,0.0017698464129649032,1.9448268021957976e-06,0.0,0.0025204955356457536,2.4980219814870465e-06,7.800916395474255e-07,0.0,0.0,0.0009671429204639482,0.0,2151200,10.0,0.41135144709289717,0.41135144709289717
LOS SAUCES,0.0,1.4041297590651298e-05,7.997891116070516e-08,0.0,0.0,2.519835569756967e-05,0.0,0.0,9.242562921008988e-06,0.0,0.10014647337789971,0.21681980895277533,0.0015508360755436006,1.1247034381974158e-06,1.5675866587498207e-05,5.830462623615405e-05,0.0,1.2496704868860179e-07,0.0,0.0,0.02353829342279028,0.0,1414400,9.0,0.3421792041874399,0.3421792041874399
LOS VILOS,5.173234077748306e-07,0.010971389155014171,0.002243355571775099,0.0,0.0,0.005382232734489336,7.4955123383013e-05,0.0003320066670341578,8.059245829571978e-05,0.0,7.727917572932653e-05,0.1247544777961852,0.030296528052925178,2.7278342654135093e-06,0.0016244728505521277,0.0005445563338334958,0.0004959605766806556,5.748037864164783e-08,0.0,3.219539874806075e-05,0.011755021285938668,0.0,3753900,4.0,0.18866832581863605,0.18866832581863605
LOTA,4.246952026484338e-06,0.00030480234086552825,6.19977132559713e-05,0.0,0.0,0.006434637297687618,2.4190541980686866e-08,7.729256140047901e-06,0.00024615728553719284,0.0,0.08455798241893096,0.07762803923846215,0.0004623553407857418,6.047635495171716e-09,0.0,0.06663938084404561,1.511908873792929e-07,6.353797042114783e-07,5.174508120556299e-07,0.0,0.0005165289256198347,0.0,5143600,8.0,0.2368651918729383,0.2368651918729383
LUMACO,1.103161818383796e-05,0.000655854147828466,0.0,0.0,0.0,0.00033690745284435875,0.0,0.0,7.639624781051218e-09,0.0,0.15380985681349219,0.07633452728190608,0.00012516761241274316,0.0,0.0,0.00018591790867166245,3.3690745284435873e-06,2.207851561723802e-06,1.718915575736524e-06,7.639624781051218e-09,0.06487107930731918,0.0,1144100,9.0,0.29633765326357403,0.29633765326357403
MACHALI,2.081810916711874e-05,0.0019596668854462798,0.002926596921716376,0.0,0.0,0.039646505264768234,0.0001308796795016076,0.0033037330336420047,0.0006055690924977753,0.0,0.0067340505204207075,0.06747671610533508,0.007792695225676525,0.0007104790362287876,0.0012718327204509082,0.0028009296483324656,0.00013926169507791366,1.6890233060611787e-05,2.4737332634448456e-05,1.7586664994389617e-09,0.0014563517281854042,0.0,11922800,6.0,0.13701771499080875,0.13701771499080875
MACUL,3.993499625839405e-06,4.447604145148882e-05,0.00029085369364635334,0.0,0.0,0.003337612894336315,0.0032484144375544083,6.107704642902378e-05,0.0027486429719145375,0.0,0.0009584862253450469,0.1370150791261436,0.0041831439175742295,1.0975949500772961e-05,1.5335779605520754e-06,0.05932417343051251,0.0009810808696517693,2.3393478829368416e-05,2.0148032668495332e-07,1.7217724574758927e-06,0.002250511847257642,0.0,81316100,13.0,0.21448537226051761,0.21448537226051761
MAFIL,1.210461330341335e-07,0.00043576607892288074,1.0357009757733048e-05,0.0,0.0,2.186395777929037e-06,0.0,0.0002731103376582637,7.565383314633345e-09,0.0,0.2718093640819461,0.022616267061480823,0.002993175819984851,0.0,0.0005312790432701267,0.03888069124967869,1.891345828658336e-07,1.7022112457925029e-06,1.210461330341335e-07,7.565383314633345e-09,8.182718593107425e-05,0.0,1149700,14.0,0.3376361728332699,0.3376361728332699
MAIPU,1.7138790999880041e-06,0.0001681240917981047,0.0002681025560637262,0.0,0.0,0.0010471634702536425,0.0001278115559734893,0.00039990392121574313,0.00037908053920944723,1.8399716190530624e-11,0.00017017708797132527,0.12884788754627735,0.0033552363522972566,2.267029031835278e-05,4.154932647553322e-06,0.11274152585364847,8.582981923973971e-05,8.810961693862257e-06,5.586172235161289e-06,1.5634519258768616e-05,0.009048683201583495,2.067392111168021e-09,116564000,13.0,0.2566980988365773,0.2566980988365773
MALLOA,2.818928905640783e-07,3.70645301086564e-05,3.2073146659735126e-07,0.0,0.0,0.0035360644192357973,0.002833983238854196,8.210725544892192e-05,3.167348518377983e-05,0.0,0.10824314272616414,0.1602322801928534,8.274997123940803e-05,2.0045716662334454e-08,2.818928905640783e-07,0.00683671194198914,5.011429165583613e-09,3.2073146659735126e-07,7.236503715102737e-06,7.236503715102737e-06,0.0017179692851110096,0.0,2825200,6.0,0.28364945035947886,0.28364945035947886
MARCHIGUE,8.205880412515943e-10,1.8217875103826645e-05,8.205880412515943e-10,0.0,0.0,3.618793261919531e-05,0.00766358331722225,2.9623228289182552e-05,1.221363240598873e-05,0.0,0.35069711469206666,0.044753415226088736,0.0001639608759344398,0.0,0.0,0.0007281602866371798,1.3129408660025508e-06,7.885851076427821e-07,0.0,8.205880412515943e-10,0.0022693928486561305,0.0,3490900,6.0,0.4063739739027614,0.4063739739027614
MARIA ELENA,0.0,0.00499406417161704,3.608845077188866e-06,0.0,0.0,0.009435750496063825,0.0,3.608845077188866e-06,2.439579272179673e-05,0.0,0.0,0.004237521928946621,0.03518000021043577,0.0,0.0,1.7466810173594108e-05,0.0002048059679583317,1.603931145417274e-08,0.0,0.2566289832667638,0.002255528173243041,0.0,789600,2.0,0.31298575054738964,0.31298575054738964
MARIA PINTO,3.642491090095229e-08,7.119506130668127e-07,1.7798765326670318e-07,0.0,0.0,1.1768979522124861e-06,0.27425215697846406,0.0027906003080482565,0.0073020392293951545,0.0,0.06202753035549686,0.0019899989284507605,0.0004556266988562678,1.4569964360380915e-07,1.5346894592894302e-05,4.0429532199422914e-05,4.4496913316675794e-08,9.081002717688937e-10,1.381321413390684e-07,0.0,8.484572549194146e-05,0.0,9955300,13.0,0.34896100714892353,0.34896100714892353
MARIQUINA,1.0106340678916717e-08,0.0003764510839489688,3.254810180274372e-05,0.0,0.0,0.00016236404782342894,5.684816631890654e-07,6.701135516414217e-06,0.00015917739227810804,0.0,0.1224445889411136,0.06502250058950126,0.026261770933154963,1.0106340678916717e-08,0.0007712559142171428,0.013383074670355122,6.316462924322947e-08,6.316462924322947e-08,3.5530103949316582e-06,1.9344167705739032e-05,0.0008484784633447454,0.0,3978900,14.0,0.2294925234747602,0.2294925234747602
MAULE,3.1439107357425313e-06,0.00014682959121153374,9.760802370020213e-07,0.0,0.0,0.00596573019034839,0.00010484803817689029,8.827556477351519e-05,2.3063421962469234e-05,0.0,0.026860395959631914,0.06197848372142095,0.011722564997503513,6.267615784371999e-07,2.18848567677452e-05,0.06706642389725953,5.274454892373978e-05,3.852779322406119e-08,2.746607851150099e-05,1.7123463655138306e-10,0.007250254136719301,6.849385462055322e-10,15283900,7.0,0.1813137511397286,0.1813137511397286
MAULLIN,1.8242414405452648e-06,2.6881459978732043e-05,2.733514749620375e-07,0.0,0.0,1.713192403841937e-05,4.2711167962818364e-07,6.833786874050938e-06,1.383841841995315e-06,0.0,0.015429553695402142,0.3374540834063384,0.038133145798022905,8.3713889207124e-07,0.0,0.004823203251643358,8.3713889207124e-07,6.852769615367747e-07,0.0,0.0,0.00016296493593066642,0.0,2295200,10.0,0.39606006635941154,0.39606006635941154
MEJILLONES,2.5585552370783783e-07,0.0006746942624696868,1.3620709217527407e-05,0.0,0.0,0.004738749728794132,0.0,9.858685405971419e-07,2.388774565482128e-06,0.0,0.00021876182502909923,0.0019713510166180443,0.018075596894382095,2.1935487286337264e-09,0.0,0.09168772881519335,1.3209023992137428e-05,7.896775423081414e-10,0.0,0.03509677965813963,0.04450626875159025,0.0,10675700,2.0,0.19700039416728202,0.19700039416728202
MELIPEUCO,4.170398739121645e-07,0.006258204607894418,0.0001505513944822914,0.0,0.0,0.0040874078042131235,1.668159495648658e-06,0.00028191895476462324,3.7533588652094802e-06,0.0,8.768263349003259e-05,0.2072792433311936,0.0033033728412582555,3.763784862057285e-05,0.0,0.0006506864632714547,6.516248029877571e-05,0.0,0.0,0.05880272648158367,0.00038795134270679105,0.0,309700,9.0,0.2813983847420124,0.2813983847420124
MELIPILLA,2.2672684107040795e-06,0.00014712752572547307,0.0007427146664775508,0.0,0.0,0.0019851407952473027,0.00381669037265882,0.00046863910362381474,0.000103829417548069,0.0,0.054614391449409945,0.10136928008554102,0.0011193721565553065,1.3724143000041702e-05,2.2000936577004935e-05,0.021076920768893097,0.00012489351356232393,6.898131293023041e-07,4.683447501914104e-05,6.189471070590548e-07,0.0038673065996259397,3.9669739276337445e-12,50207700,13.0,0.18952244204207888,0.18952244204207888
